San Lorenzo dei Servi;44.538092;11.534914;place_of_worship;
Santi Gervasio e Protasio;44.5446203;11.5268832;place_of_worship;
San Domenico;44.5373965;11.5382441;place_of_worship;
Porta Galliera;44.504177;11.3448123;Generico;it:3136628
Chiesa di San Pietro Apostolo in Casola Canina;44.3959524;11.6834096;place_of_worship;
Porta Galliera;44.5040754;11.3447557;Generico;it:3136628
Chiesa di San Giovanni Battista;44.4223031;11.7121843;place_of_worship;
Santa Maria Assunta;44.4565214;11.731504;place_of_worship;
Chiesa di Sant'Apollinare di Cantalupo;44.4310066;11.7572666;place_of_worship;
Sant'Antonio Abate;44.5239206;11.7802753;place_of_worship;
San Giovanni Battista;44.3468981;11.7678279;place_of_worship;
Chiesa di San Giovanni e Paolo;44.3718288;11.746741;place_of_worship;
San Valentino della Grada;44.4972497;11.3279504;place_of_worship;
Santa Maria della Pioggia;44.4989044;11.3417559;place_of_worship;
San Colombano;44.496827;11.3407805;museum;it:2398274
Santo Stefano;44.4920701;11.3486174;place_of_worship;it:266862
San Donato;44.4952667;11.3473518;place_of_worship;
San Michele de' Leprosetti;44.4936418;11.3494829;place_of_worship;en:San Michele dei Leprosetti
santi Vitale e Agricola in arena;44.4944294;11.3508932;place_of_worship;it:4948060
Palazzo Fava;44.4963237;11.3423555;museum;it:5950052
Museo Civico Medievale;44.4963047;11.3420446;museum;it:331803
San Cristoforo;44.5148971;11.3443995;place_of_worship;
Museo del Patrimonio Industriale;44.5219621;11.3345407;museum;
San Nicolò degli Albari;44.495595;11.3455028;place_of_worship;
Sant'Egidio;44.4998179;11.3584724;place_of_worship;
Santa Maria dei Servi;44.4916302;11.3526074;place_of_worship;it:827091
San Giuliano;44.485068;11.3554054;place_of_worship;
Santa Maria Maddalena;44.4973673;11.3541136;place_of_worship;
Chiesa di Santa Maria Incoronata;44.496263;11.3565237;place_of_worship;
Castello di Porta Galliera;44.5039138;11.3455495;Generico;it:3136628
Sacra Famiglia;44.4907652;11.3124717;place_of_worship;
Cattedrale di San Cassiano Martire;44.3534896;11.7110626;place_of_worship;it:2003742
Santi Nicolò e Domenico;44.3550185;11.7131142;place_of_worship;
Chiesa di San Giacomo Maggiore del Carmine;44.3558108;11.7090572;place_of_worship;
Chiesa di San Giacomo;44.3550214;11.7106211;place_of_worship;
Chiesa Parrocchiale Santa Maria in Valverde;44.3558754;11.7143626;place_of_worship;
Chiesa di Sant'Agata;44.3540238;11.7165892;place_of_worship;it:4402779
Chiesa di Sant'Agostino;44.3527819;11.7163509;place_of_worship;it:4402779
Chiesa di Santa Maria in Regola;44.3524443;11.7159296;place_of_worship;it:2878540
Chiesa del Pio Suffragio;44.3523554;11.7143933;place_of_worship;
Chiesa di San Lorenzo diacono e martire;44.352112;11.7135205;place_of_worship;it:2878540
Rovine;44.3536584;11.7060455;ruins;
Rocca Sforzesca;44.3541314;11.7067447;Generico;it:3085233
Chiesa di San Michele Arcangelo;44.3514411;11.7083898;place_of_worship;
Chiesa di Santa Maria Assunta;44.3269572;11.5779136;place_of_worship;it:1697669
Chiesa di Sant'Ambrogio;44.4420134;11.4747069;place_of_worship;
San Domenico Savio;44.4998293;11.3738682;place_of_worship;
Santa Maria delle Grazie in San Pio V;44.5002626;11.3254699;place_of_worship;
San Gregorio dei Mendicanti;44.4910027;11.3646948;place_of_worship;
Santa Clelia;44.4008555;11.5777434;place_of_worship;
Santa Maria Lacrimosa degli Alemanni;44.4867582;11.3649845;place_of_worship;it:86454
Santa Teresa del Bambin Gesù;44.4805114;11.3792828;place_of_worship;
Corpus Domini;44.4810787;11.3909773;place_of_worship;it:4618112
Santa Teresa del Bambin Gesù;44.4805915;11.3789666;place_of_worship;
Santa Teresa del Bambin Gesù;44.4806782;11.3790368;place_of_worship;
Santa Margherita;44.599786;11.4713759;place_of_worship;
Sant'Ambrogio;44.492035;11.4247549;place_of_worship;
San Giovanni Bosco;44.4721305;11.3916047;place_of_worship;
San Lorenzo;44.4717987;11.3829563;place_of_worship;
San Silverio di Chiesa Nuova;44.4747331;11.3675452;place_of_worship;
San Silverio di Chiesa Nuova;44.4744788;11.3665586;place_of_worship;
San Lazzaro;44.469883;11.4080673;place_of_worship;
